0.2937;51.5;-150.82;1
0.2937;51.5;2.9425;2
0.2937;51.5;-23.474;3
0.29311;51.5;-150.82;1
0.29311;51.5;3.2967;2
0.29311;51.5;-25.374;3
0.29331;51.5;-150.82;1
0.29331;51.5;0.64993;2
0.29331;51.5;-23.861;3
0.29351;51.5;-150.82;1
0.29351;51.5;0.64993;2
0.29351;51.5;-23.861;3
0.2937;51.5;-150.82;1
0.2937;51.5;-3.3484;2
0.2937;51.5;-22.07;3
0.29251;51.5;-150.83;1
0.29251;51.5;1.8327;2
0.29251;51.5;-26.139;3
0.29271;51.5;-150.82;1
0.29271;51.5;-1.8278;2
0.29271;51.5;-25.238;3
0.29291;51.5;-150.82;1
0.29291;51.5;-1.8278;2
0.29291;51.5;-25.238;3
0.29311;51.5;-150.82;1
0.29311;51.5;-1.7012;2
0.29311;51.5;-24.249;3
0.29331;51.5;-150.82;1
0.29331;51.5;-3.4357;2
0.29331;51.5;-23.165;3
0.29351;51.5;-150.82;1
0.29351;51.5;-3.4357;2
0.29351;51.5;-23.165;3
0.2937;51.5;-150.82;1
0.2937;51.5;-3.1318;2
0.2937;51.5;-22.199;3
0.29191;51.5;-150.83;1
0.29191;51.5;0.08742;2
0.29191;51.5;-21.515;3
0.29211;51.5;-150.83;1
0.29211;51.5;0.83409;2
0.29211;51.5;-23.523;3
0.29231;51.5;-150.83;1
0.29231;51.5;0.83409;2
0.29231;51.5;-23.523;3
0.29251;51.5;-150.83;1
0.29251;51.5;-3.317;2
0.29251;51.5;-22.769;3
0.29271;51.5;-150.82;1
0.29271;51.5;-2.5791;2
0.29271;51.5;-23.018;3
0.29291;51.5;-150.82;1
0.29291;51.5;-2.5791;2
0.29291;51.5;-23.018;3
0.29311;51.5;-150.82;1
0.29311;51.5;-2.111;2
0.29311;51.5;-23.438;3
0.29331;51.5;-150.82;1
0.29331;51.5;-2.7693;2
0.29331;51.5;-23.447;3
0.29351;51.5;-150.82;1
0.29351;51.5;-2.7693;2
0.29351;51.5;-23.447;3
0.2937;51.5;-150.82;1
0.2937;51.5;-0.90122;2
0.2937;51.5;-22.224;3
0.29151;51.499;-150.83;1
0.29151;51.499;0.16117;2
0.29151;51.499;-20.382;3
0.29171;51.499;-150.83;1
0.29171;51.499;0.16117;2
0.29171;51.499;-20.382;3
0.29191;51.499;-150.83;1
0.29191;51.499;-4.3173;2
0.29191;51.499;-19.79;3
0.29211;51.499;-150.83;1
0.29211;51.499;-1.8674;2
0.29211;51.499;-20.147;3
0.29231;51.499;-150.83;1
0.29231;51.499;-1.8674;2
0.29231;51.499;-20.147;3
0.29251;51.499;-150.82;1
0.29251;51.499;0.20231;2
0.29251;51.499;-20.036;3
0.29311;51.499;-150.82;1
0.29311;51.499;0.96243;2
0.29311;51.499;-21.918;3
0.29131;51.499;-150.83;1
0.29131;51.499;0.26959;2
0.29131;51.499;-18.994;3
0.29151;51.499;-150.83;1
0.29151;51.499;-4.0641;2
0.29151;51.499;-18.565;3
0.29171;51.499;-150.83;1
0.29171;51.499;-4.0641;2
0.29171;51.499;-18.565;3
0.29191;51.499;-150.83;1
0.29191;51.499;-2.2252;2
0.29191;51.499;-18.237;3
0.29211;51.499;-150.82;1
0.29211;51.499;0.021515;2
0.29211;51.499;-18.044;3
0.29231;51.499;-150.82;1
