10;-25.58799934;-25.99449921;1
10;-25.58799934;-25.99449921;2
10;-25.58799934;-25.99474907;1
10;-25.58799934;-25.99474907;2
10;-25.58824921;-25.99449921;1
10;-25.58824921;-25.99449921;2
10;-25.58824921;-25.99474907;1
10;-25.58824921;-25.99474907;2
10;-25.58849907;-25.99474907;1
10;-25.58849907;-25.99474907;2
10;-25.58875084;-25.99474907;1
10;-25.58875084;-25.99474907;2
10;-25.58875084;-25.99500084;1
10;-25.58875084;-25.99500084;2
10;-25.5890007;-25.99474907;1
10;-25.5890007;-25.99474907;2
10;-25.5890007;-25.99500084;1
10;-25.5890007;-25.99500084;2
10;-25.58925056;-25.99474907;1
10;-25.58925056;-25.99474907;2
10;-25.58925056;-25.99500084;1
10;-25.58925056;-25.99500084;2
10;-25.58950043;-25.99474907;1
10;-25.58950043;-25.99474907;2
10;-25.58950043;-25.99500084;1
10;-25.58950043;-25.99500084;2
10;-25.58975029;-25.99474907;1
10;-25.58975029;-25.99474907;2
10;-25.58975029;-25.99500084;1
10;-25.58975029;-25.99500084;2
10;-25.59000015;-25.98624992;1
10;-25.59000015;-25.98624992;2
10;-25.59000015;-25.99500084;1
10;-25.59000015;-25.99500084;2
10;-25.59025002;-25.98600006;1
10;-25.59025002;-25.98600006;2
10;-25.59025002;-25.98624992;1
10;-25.59025002;-25.98624992;2
10;-25.59025002;-25.99500084;1
10;-25.59025002;-25.99500084;2
10;-25.59025002;-25.9952507;1
10;-25.59025002;-25.9952507;2
10;-25.59049988;-25.98624992;1
10;-25.59049988;-25.98624992;2
10;-25.59049988;-25.99500084;1
10;-25.59049988;-25.99500084;2
10;-25.59049988;-25.9952507;1
10;-25.59049988;-25.9952507;2
10;-25.59074974;-25.98624992;1
10;-25.59074974;-25.98624992;2
10;-25.59074974;-25.98649979;1
10;-25.59074974;-25.98649979;2
10;-25.59074974;-25.99500084;1
10;-25.59074974;-25.99500084;2
10;-25.59074974;-25.9952507;1
10;-25.59074974;-25.9952507;2
10;-25.5909996;-25.98624992;1
10;-25.5909996;-25.98624992;2
10;-25.5909996;-25.98649979;1
10;-25.5909996;-25.98649979;2
10;-25.5909996;-25.99500084;1
10;-25.5909996;-25.99500084;2
10;-25.5909996;-25.9952507;1
10;-25.5909996;-25.9952507;2
10;-25.59124947;-25.98624992;1
10;-25.59124947;-25.98624992;2
10;-25.59124947;-25.98649979;1
10;-25.59124947;-25.98649979;2
10;-25.59124947;-25.99500084;1
10;-25.59124947;-25.99500084;2
10;-25.59124947;-25.9952507;1
10;-25.59124947;-25.9952507;2
10;-25.59149933;-25.98624992;1
10;-25.59149933;-25.98624992;2
10;-25.59149933;-25.98649979;1
10;-25.59149933;-25.98649979;2
10;-25.59149933;-25.9952507;1
10;-25.59149933;-25.9952507;2
10;-25.59174919;-25.98624992;1
10;-25.59174919;-25.98624992;2
10;-25.59174919;-25.98649979;1
10;-25.59174919;-25.98649979;2
10;-25.59174919;-25.9952507;1
10;-25.59174919;-25.9952507;2
10;-25.59174919;-25.99550056;1
