0.2937;51.5;29.425;33.424;0.39988;1
0.29311;51.5;32.967;34.899;0.19327;1
0.29331;51.5;0.64993;23.247;16.748;1
0.29351;51.5;0.64993;23.247;16.748;1
0.2937;51.5;-33.484;-0.64669;27.017;1
0.29251;51.5;18.327;22.132;0.38057;1
0.29271;51.5;-18.278;0.028477;18.563;1
0.29291;51.5;-18.278;0.028477;18.563;1
0.29311;51.5;-17.012;-0.15517;1.546;1
0.29331;51.5;-34.357;0.63051;40.662;1
0.29351;51.5;-34.357;0.63051;40.662;1
0.2937;51.5;-31.318;-0.79053;23.413;1
0.29191;51.5;0.08742;0.45851;0.37109;1
0.29211;51.5;0.83409;11.543;0.32024;1
0.29231;51.5;0.83409;11.543;0.32024;1
0.29251;51.5;-3.317;-24.219;0.89509;1
0.29271;51.5;-25.791;-17.129;0.86615;1
0.29291;51.5;-25.791;-17.129;0.86615;1
0.29311;51.5;-2.111;-0.3683;17.427;1
0.29331;51.5;-27.693;-0.17734;2.592;1
0.29351;51.5;-27.693;-0.17734;2.592;1
0.2937;51.5;-0.90122;0.64018;15.414;1
0.29151;51.499;0.16117;0.67169;0.51052;1
0.29171;51.499;0.16117;0.67169;0.51052;1
0.29191;51.499;-43.173;-31.982;11.191;1
0.29211;51.499;-18.674;-11.491;0.71832;1
0.29231;51.499;-18.674;-11.491;0.71832;1
0.29251;51.499;0.20231;0.58402;0.38171;1
0.29311;51.499;0.96243;14.121;0.44968;1
0.29131;51.499;0.26959;0.56361;0.29401;1
0.29151;51.499;-40.641;-30.776;0.98651;1
0.29171;51.499;-40.641;-30.776;0.98651;1
0.29191;51.499;-22.252;-15.841;0.64109;1
0.29211;51.499;0.021515;0.41253;0.39102;1
0.29231;51.499;0.021515;0.41253;0.39102;1
0.29091;51.499;11.138;1.176;0.062223;1
0.29111;51.499;11.138;1.176;0.062223;1
0.29151;51.499;-16.199;-14.868;0.13314;1
0.29171;51.499;-16.199;-14.868;0.13314;1
0.29191;51.499;0.31556;0.57848;0.26292;1
0.29091;51.499;-14.033;-0.91144;0.49184;1
0.29111;51.499;-14.033;-0.91144;0.49184;1
0.28374;51.499;16.369;18.946;0.25767;1
0.28394;51.499;16.369;18.946;0.25767;1
0.28413;51.499;-11.174;-0.83943;0.27793;1
0.28433;51.499;-0.47583;17.942;2.27;1
0.28453;51.499;-0.47583;17.942;2.27;1
0.28473;51.499;0.62918;16.367;10.075;1
0.29091;51.499;-23.007;-18.187;0.482;1
0.29111;51.499;-23.007;-18.187;0.482;1
0.29131;51.499;-0.02554;0.03786;0.0634;1
0.28374;51.498;-0.9113;14.336;23.449;1
0.28394;51.498;-0.9113;14.336;23.449;1
0.28413;51.498;-42.145;-17.687;24.458;1
0.28433;51.498;-32.785;-16.657;16.129;1
0.28453;51.498;-32.785;-16.657;16.129;1
0.28473;51.498;-20.536;-10.331;10.205;1
0.28493;51.498;-14.013;-0.7894;0.61187;1
0.27676;51.498;-16.288;-1.504;0.12474;1
0.27696;51.498;-16.288;-1.504;0.12474;1
0.27736;51.498;-18.182;-11.434;0.67477;1
0.27756;51.498;-18.182;-11.434;0.67477;1
0.27775;51.498;-38.391;-23.709;14.682;1
0.27795;51.498;-43.315;-27.316;1.6;1
0.27815;51.498;-43.315;-27.316;1.6;1
0.27835;51.498;-28.366;-17.543;10.823;1
0.27855;51.498;-12.445;-0.58235;0.66214;1
0.27875;51.498;-12.445;-0.58235;0.66214;1
0.27895;51.498;0.058502;0.11468;0.056182;1
0.28294;51.498;0.4264;10.801;0.65367;1
0.28314;51.498;-0.11865;12.309;13.495;1
0.28334;51.498;-0.11865;12.309;13.495;1
0.28354;51.498;-16.779;0.85959;25.375;1
0.28374;51.498;-34.167;0.48829;3.905;1
0.28394;51.498;-34.167;0.48829;3.905;1
0.28413;51.498;-45.885;-16.852;29.034;1
0.28433;51.498;-45.791;-27.618;18.173;1
0.28453;51.498;-40.459;-19.377;21.082;1
0.28473;51.498;-40.459;-19.377;21.082;1
0.28493;51.498;-33.111;-22.519;10.591;1
0.27656;51.498;-12.732;-0.8891;0.3841;1
0.27676;51.498;-2.358;-21.092;0.24885;1
0.27696;51.498;-2.358;-21.092;0.24885;1
0.27716;51.498;-26.905;-22.776;0.41291;1
0.27736;51.498;-31.431;-16.767;14.663;1
0.27756;51.498;-31.431;-16.767;14.663;1
0.27775;51.498;-28.929;-16.617;12.312;1
0.27795;51.498;-44.874;-29.627;15.248;1
0.27815;51.498;-44.874;-29.627;15.248;1
0.27835;51.498;-44.333;-29.963;1.437;1
0.27855;51.498;-44.301;-23.472;20.829;1
0.27875;51.498;-44.301;-23.472;20.829;1
0.27895;51.498;-31.181;-20.601;1.058;1
0.27915;51.498;-17.218;-10.615;0.6603;1
0.27935;51.498;-0.79346;0.17714;0.9706;1
0.27955;51.498;-0.79346;0.17714;0.9706;1
0.27975;51.498;0.37004;10.652;0.69514;1
0.27995;51.498;11.153;12.493;0.13407;1
0.28015;51.498;11.153;12.493;0.13407;1
0.28055;51.498;0.49995;0.63468;0.13473;1
0.28075;51.498;0.49995;0.63468;0.13473;1
0.28094;51.498;15.671;16.762;0.1091;1
0.28114;51.498;0.68092;0.77331;0.09239;1
0.28134;51.498;0.68092;0.77331;0.09239;1
0.28154;51.498;-0.43098;-0.12876;0.30223;1
0.28194;51.498;0.11439;0.12039;0.0059924;1
0.28214;51.498;0.11439;0.12039;0.0059924;1
0.28234;51.498;-0.7971;-0.61849;0.17861;1
0.28254;51.498;-21.449;-18.002;0.34464;1
0.28274;51.498;-21.449;-18.002;0.34464;1
0.28294;51.498;-29.224;-0.5686;23.538;1
0.28314;51.498;-41.951;-0.85623;33.389;1
0.28334;51.498;-41.951;-0.85623;33.389;1
0.28354;51.498;-41.402;-12.275;29.127;1
0.28374;51.498;-44.269;-15.988;28.281;1
0.28394;51.498;-44.269;-15.988;28.281;1
0.28413;51.498;-45.272;-22.532;2.274;1
0.28433;51.498;-32.822;-16.025;16.797;1
0.28453;51.498;-20.231;-0.43413;1.589;1
0.28473;51.498;-20.231;-0.43413;1.589;1
0.28493;51.498;-10.602;-0.46575;0.59442;1
0.28513;51.498;-0.95081;-0.73234;0.21848;1
0.28533;51.498;-0.95081;-0.73234;0.21848;1
0.27616;51.498;0.022862;0.44241;0.41955;1
0.27636;51.498;0.022862;0.44241;0.41955;1
0.27656;51.498;-2.128;-1.138;0.98999;1
0.27676;51.498;-4.185;-27.456;14.394;1
0.27696;51.498;-4.185;-27.456;14.394;1
0.27716;51.498;-22.476;-12.164;10.312;1
0.27736;51.498;-0.88021;0.68778;1.568;1
0.27756;51.498;-0.88021;0.68778;1.568;1
0.27775;51.498;0.079044;0.67503;0.59598;1
0.27795;51.498;-10.564;-0.1516;0.90475;1
0.27815;51.498;-10.564;-0.1516;0.90475;1
0.27835;51.498;-1.589;-0.62836;0.96063;1
0.27855;51.498;-27.466;-11.338;16.128;1
0.27875;51.498;-42.168;-17.827;24.341;1
0.27895;51.498;-42.168;-17.827;24.341;1
0.27915;51.498;-43.037;-28.107;1.493;1
0.27935;51.498;-44.228;-11.115;33.113;1
0.27955;51.498;-44.228;-11.115;33.113;1
0.27975;51.498;-32.668;-0.52453;27.423;1
0.27995;51.498;-0.80671;0.0080369;0.81474;1
0.28015;51.498;-0.80671;0.0080369;0.81474;1
0.28035;51.498;-22.205;-0.57835;16.422;1
0.28055;51.498;-23.883;-14.903;0.89795;1
0.28075;51.498;-23.883;-14.903;0.89795;1
0.28094;51.498;-14.295;-0.81746;0.61206;1
0.28114;51.498;-22.228;-1.644;0.5788;1
0.28134;51.498;-33.739;-25.837;0.79019;1
0.28154;51.498;-33.739;-25.837;0.79019;1
0.28174;51.498;-45.236;-35.063;10.174;1
0.28194;51.498;-41.928;-30.992;10.936;1
0.28214;51.498;-41.928;-30.992;10.936;1
0.28234;51.498;-37.378;-26.645;10.733;1
0.28254;51.498;-3.209;-18.047;14.043;1
0.28274;51.498;-44.138;-33.164;10.974;1
0.28294;51.498;-37.548;-24.408;1.314;1
0.28314;51.498;-3.159;-15.912;15.678;1
0.28334;51.498;-3.159;-15.912;15.678;1
0.28354;51.498;-25.632;-15.067;10.566;1
0.28374;51.498;-28.792;-14.138;14.654;1
0.28394;51.498;-28.792;-14.138;14.654;1
0.28413;51.498;-32.179;-10.716;21.464;1
0.28433;51.498;-10.255;0.019605;10.451;1
0.28453;51.498;0.35417;0.97306;0.61889;1
0.28473;51.498;0.35417;0.97306;0.61889;1
0.28493;51.498;12.942;14.157;0.12151;1
0.27596;51.498;-0.041791;0.34984;0.39163;1
0.27616;51.498;-28.657;-13.607;1.505;1
0.27636;51.498;-28.657;-13.607;1.505;1
0.27656;51.498;-49.692;-32.346;17.346;1
0.27676;51.498;-20.581;-0.82608;1.232;1
0.27696;51.498;-20.581;-0.82608;1.232;1
0.27716;51.498;0.42153;12.484;0.82684;1
0.27736;51.498;27.954;30.493;0.25395;1
0.27756;51.498;27.954;30.493;0.25395;1
0.27875;51.498;-0.27292;0.23607;0.50899;1
0.27895;51.498;-0.27292;0.23607;0.50899;1
0.27915;51.498;-13.189;-12.457;0.073228;1
0.27935;51.498;-36.014;-21.985;14.029;1
0.27955;51.498;-36.014;-21.985;14.029;1
0.27975;51.498;-38.032;-16.788;21.244;1
0.27995;51.498;-28.611;-14.438;14.173;1
